"Scenario","Metric","Timestamp","Value","Job","Instance","AP","Radio","Band","Client","Service","State","Labels"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:14","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Cobertura estable, baja interferencia y baja carga.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=normal"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:19","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Cobertura estable, baja interferencia y baja carga.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=normal"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:24","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Cobertura estable, baja interferencia y baja carga.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=normal"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:29","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Cobertura estable, baja interferencia y baja carga.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=normal"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:34","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Cobertura estable, baja interferencia y baja carga.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=normal"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:39","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Cobertura estable, baja interferencia y baja carga.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=normal"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:44","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Cobertura estable, baja interferencia y baja carga.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=normal"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:49","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Cobertura estable, baja interferencia y baja carga.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=normal"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:54","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Cobertura estable, baja interferencia y baja carga.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=normal"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:22:54","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Trafico intensivo y saturacion de radio en el AP principal.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=saturation"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:22:59","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Trafico intensivo y saturacion de radio en el AP principal.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=saturation"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:04","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Trafico intensivo y saturacion de radio en el AP principal.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=saturation"
"backhaul_degraded","easymesh_sim_scenario_info","04/07/2026 10:23:09","1","easymesh-network-simulator","easymesh-network-simulator:9200","","","","","","","description=Trafico intensivo y saturacion de radio en el AP principal.;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;scenario=saturation"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:22:54","65.7","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:22:59","65","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:04","62.5","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:09","65.4","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:14","31.5","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:19","32.1","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:24","32.1","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:29","28.4","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:34","31","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:39","31.1","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:44","28.1","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:49","28","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
"backhaul_degraded","easymesh_sim_radio_utilization_percent","04/07/2026 10:23:54","29.2","easymesh-network-simulator","easymesh-network-simulator:9200","AP_DORMITORIO","wlan0","2.4GHz","","","","ap=AP_DORMITORIO;band=2.4GHz;channel=6;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;radio=wlan0;standard=802.11n/ax"
