"timestamp_export","query_name","promql","json_file","csv_file","status","result_count"
"2026-06-24 19:53:48","01_simulator_up","easymesh_simulator_up","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\01_simulator_up_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\01_simulator_up_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","02_scenario_info","easymesh_sim_scenario_info","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\02_scenario_info_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\02_scenario_info_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","03_event_info","easymesh_sim_event_info","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\03_event_info_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\03_event_info_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","04_steering_count","easymesh_sim_steering_count_total","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\04_steering_count_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\04_steering_count_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","05_movil_rssi_directo","easymesh_sim_client_signal_dbm{client=""MOVIL_SARA""}","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\05_movil_rssi_directo_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\05_movil_rssi_directo_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","06_movil_qoe_directo","easymesh_sim_client_qoe_score{client=""MOVIL_SARA""}","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\06_movil_qoe_directo_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\06_movil_qoe_directo_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","07_movil_latency_directo","easymesh_sim_client_latency_ms{client=""MOVIL_SARA""}","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\07_movil_latency_directo_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\07_movil_latency_directo_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","08_movil_jitter_directo","easymesh_sim_client_jitter_ms{client=""MOVIL_SARA""}","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\08_movil_jitter_directo_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\08_movil_jitter_directo_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","09_movil_packet_loss_directo","easymesh_sim_client_packet_loss_percent{client=""MOVIL_SARA""}","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\09_movil_packet_loss_directo_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\09_movil_packet_loss_directo_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","10_movil_retry_rate_directo","easymesh_sim_client_retry_rate_percent{client=""MOVIL_SARA""}","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\10_movil_retry_rate_directo_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\10_movil_retry_rate_directo_20260624_195348.csv","success","1"
"2026-06-24 19:53:48","11_movil_throughput_down_directo","easymesh_sim_client_throughput_down_mbps{client=""MOVIL_SARA""}","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\11_movil_throughput_down_directo_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\11_movil_throughput_down_directo_20260624_195348.csv","success","1"
"2026-06-24 19:53:49","12_movil_throughput_up_directo","easymesh_sim_client_throughput_up_mbps{client=""MOVIL_SARA""}","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\12_movil_throughput_up_directo_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\12_movil_throughput_up_directo_20260624_195348.csv","success","1"
"2026-06-24 19:53:49","13_radio_utilization","easymesh_sim_radio_utilization_percent","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\13_radio_utilization_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\13_radio_utilization_20260624_195348.csv","success","4"
"2026-06-24 19:53:49","14_radio_noise","easymesh_sim_radio_noise_dbm","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\14_radio_noise_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\14_radio_noise_20260624_195348.csv","success","4"
"2026-06-24 19:53:49","15_radio_sta_count","easymesh_sim_radio_sta_count","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\15_radio_sta_count_20260624_195348.json","C:\EasyMesh-Lab\tfg-resultados\evidencias\prometheus\15_radio_sta_count_20260624_195348.csv","success","4"
